member_type,sigma,tau,sigma_vm,Sy,Su,label
beam,716033417.0165482,54523937.074458525,722234334.1511067,659792873.2250843,906329612.0046874,Yield Risk
beam,1669436598.5821707,18969625.11842761,1669759891.9356666,1368309057.1277826,2028082081.1899135,Fracture Risk
shaft,395165235.98440224,336784618.1932306,704575901.4366647,1287344875.0368383,1808823947.6259224,Safe
column,995169404.3735284,153126451.70455715,1029905468.4950689,919955449.0424806,1254751099.4795082,Buckling Risk
shaft,231623579.86538604,703457219.3903545,1240244194.2161572,753033053.8360066,1196542736.0900578,Fracture Risk
beam,482169838.17364424,28715351.131462827,484728240.37413776,365675401.87395597,553974192.8352045,Fracture Risk
shaft,211292930.9365776,725323055.251489,1273940856.5949335,703891980.1193737,1088259714.357645,Fracture Risk
shaft,383099024.57227695,1025610029.4720066,1817248651.2001984,1058041395.5239143,1329787076.604982,Fracture Risk
beam,216845199.8787365,83043484.97370726,260212416.88317683,345352320.6458513,520931143.21805805,Yield Risk
column,692480492.7626419,22441136.443142574,693570505.9122472,732282167.3277467,1112495587.292001,Buckling Risk
beam,1924673259.931151,283481208.3476213,1986316174.2161508,1206470429.6905155,1719496558.6878023,Fracture Risk
shaft,407321807.40461594,256681721.53522667,602965648.5225556,1202011859.2655358,1706649304.095673,Safe
column,82925637.75744982,13567396.145756258,86190974.65516579,361234559.6613976,575352889.442552,Safe
shaft,84996604.40198329,772518400.5531822,1340738028.2290826,1130496073.1927502,1533918185.3785896,Fracture Risk
column,1421837520.52446,88991942.99522406,1430168043.456901,813430263.9958376,1159325565.938784,Fracture Risk
beam,236814293.14713475,27212141.477596495,241459129.81324035,419235850.4522871,566283945.1526861,Safe
shaft,187674685.22564557,282057860.29253215,523346631.911346,592782339.6096025,947046367.2969794,Yield Risk
column,10352970.003060685,20880328.92031376,37618458.17342529,120314213.5059658,189092306.5740028,Safe
column,14301912.315534344,76294322.98187016,132917327.13859016,369631296.3669549,551905959.4569689,Safe
beam,1006776624.3591564,137799858.3358229,1034681387.7847308,663445682.1610587,891373720.5779544,Fracture Risk
column,148653045.7511427,199414322.9587377,376026521.1582377,1150945256.9926124,1689813277.0011084,Safe
column,127710145.84405868,16643564.856383031,130923283.28031124,486818077.8066884,708917470.083345,Safe
beam,1159079642.9293284,387659820.38760406,1339517087.4916184,1269389221.232052,1599166735.6384704,Yield Risk
shaft,29833414.430855993,980670780.1410177,1698833590.933432,839578441.9997668,1093982460.5480096,Fracture Risk
column,726542078.2349342,147834177.0431967,770342925.684435,952239962.3195192,1476222302.4600465,Buckling Risk
shaft,513608131.21595347,1055313532.970637,1898645114.5656598,1320523091.2978406,1939274982.2711372,Fracture Risk
beam,138898933.4652546,200771952.932618,374461005.9417634,655652431.4547619,884016621.9513674,Safe
column,1122914212.2070305,132758837.70436013,1146215972.206972,1196767855.9949167,1607218878.428556,Yield Risk
shaft,142586950.65687826,1038447065.7827679,1804285998.3373334,1001007629.7300085,1442192547.0788393,Fracture Risk
shaft,42172981.58532719,24905103.167189714,60327049.215931624,177222137.55109102,236776261.71199265,Safe
beam,759911554.3556134,181519635.4962034,822382942.8284538,754130321.3018769,1129334931.9271822,Yield Risk
column,412155452.3979589,125804158.52386868,466210441.5894845,645733843.471527,776217871.265098,Buckling Risk
column,815117780.3784015,103926614.06834403,834756982.1356055,540123768.6686796,703625760.3510101,Fracture Risk
shaft,153155614.86880386,813921596.057379,1418048566.1470184,946301293.1422681,1182028140.8366725,Fracture Risk
column,200748428.15825766,91683584.01723343,255964001.65403423,481170490.1656766,744212844.148371,Safe
shaft,99895787.26451722,28465631.24477005,111400380.60835953,329170953.66038454,464540203.9028699,Safe
column,196159984.55708897,67407356.28425962,228276136.6966261,1044118691.9829845,1447998603.9860601,Safe
beam,1542935403.0266657,251227763.74019176,1603120652.2700505,1152699932.762341,1689413413.2039602,Fracture Risk
beam,600638954.6801195,208143354.0864686,700527031.1917462,808732235.457706,1024255174.5062351,Yield Risk
beam,457817854.5477193,46521617.961446576,464854784.58969206,288955396.51096886,423873093.51540387,Fracture Risk
column,82901857.7161145,38807087.952466175,106727167.29509048,630005210.9268175,778294419.2385081,Safe
shaft,107239850.81826963,520675982.0695114,908190960.3798505,768603480.8709207,938077640.4348829,Fracture Risk
column,350519124.28977287,144973567.57984546,431179385.3877447,752164914.7302881,925855961.0490189,Safe
beam,163543538.159195,29131577.585723978,171150329.5688537,1164504752.5870953,1828169824.0344982,Safe
shaft,72297024.21628264,266853045.43228275,467823153.8519461,246450467.20193687,354231061.4254851,Fracture Risk
shaft,123907511.33879106,804466646.784138,1398875558.700815,1085155945.0058002,1713231784.383517,Fracture Risk
beam,1071955435.6878293,176941727.94385552,1114905189.405788,1040939695.2782362,1393222737.6594222,Yield Risk
shaft,28616569.99545031,208036495.55108997,361464325.3792005,949316953.435875,1385105247.265673,Safe
column,434742448.8294313,39309348.414962836,440041670.1093631,245668249.83229086,357498359.78870416,Fracture Risk
column,1716251385.4715447,19868964.79759044,1716596383.958495,1065316494.8490344,1480987707.4888299,Buckling Risk
shaft,505543738.44450027,255687321.41038805,672088156.7700019,1266810669.99339,1637340384.845185,Safe
shaft,267870287.59195286,97407731.1124627,316574302.8358888,782329114.1407433,1084771345.8492901,Safe
column,59855052.83153411,20131892.135363832,69271253.72270602,242377337.0312736,343742806.3993505,Safe
beam,249271776.51613826,58145049.197156854,268847463.82648087,667341181.7970487,998205952.545855,Safe
column,157020548.12167293,238992764.74322674,442727994.7453792,1096585866.919394,1449631089.5180347,Safe
shaft,154235289.41860357,70836683.08658531,197083818.4990548,787928154.648109,1223014128.4092314,Safe
column,1087705293.7053933,76535564.96427128,1095753569.0418427,923315683.1846796,1268449311.5111134,Fracture Risk
beam,2632888.5650915103,33019960.997627083,57252821.54663323,384926381.54919374,542027039.8512235,Safe
shaft,73653726.51078352,9788635.323030945,75579915.14540859,312085738.70353335,499268548.60863954,Safe
column,536677922.82553655,64164617.85226647,548064309.5483547,387161100.65593845,533414157.0098497,Buckling Risk
shaft,142682547.43776345,742342858.7261004,1293668067.5692072,892315304.966078,1182989471.1909726,Fracture Risk
shaft,69124299.18623973,263285108.8900968,461232386.5773079,225411038.11691487,306590640.3385655,Fracture Risk
shaft,27249502.9109037,63864578.9657432,113923609.26650058,425847550.27867794,622692629.4532777,Safe
column,239373669.8130775,18934923.92444965,241609908.3892346,512124136.8035537,704794649.3378202,Safe
column,226194506.0087395,158935664.10276526,356294247.10469127,691687595.8444195,937584874.1029758,Safe
column,667070133.2098619,60282583.68639067,675192218.7853937,857846449.3724161,1046394818.1442925,Buckling Risk
beam,161493271.20591766,224563670.3640113,421149145.5373702,786373815.179921,1007817205.7587951,Safe
shaft,83515136.36254442,89246656.87435086,175697681.51970232,1347059783.54529,2024916203.6158526,Safe
column,87452722.05648497,79662447.13367097,163359404.51979977,463685361.58156997,718605575.3548546,Safe
shaft,197452261.4406607,171688881.15242988,356957436.23316014,784735520.4458325,961316207.3556776,Safe
beam,1030088340.6163249,183069190.36751515,1077787073.0618114,1134887229.4822316,1676898188.1204088,Yield Risk
shaft,32214956.606294442,482750702.65664613,836769099.6778036,670604917.1076276,1002841351.466409,Fracture Risk
beam,605176562.2012143,94732049.82310188,627025641.6038662,770617269.381956,1010336775.9455676,Fatigue Risk
beam,491396997.74262005,214475237.785806,616011276.0820979,1104763613.2233152,1669320858.0198598,Safe
column,458542218.0087401,65487248.96887898,472362895.48281705,953906860.0284956,1343737992.9586513,Safe
column,1877876720.5393698,54581130.33846294,1880254843.6078475,1067113859.0734732,1460844745.4601507,Fracture Risk
beam,607627866.2373852,158786357.55940354,666971473.054992,965970773.0868629,1378372130.6398408,Yield Risk
shaft,126510434.0330656,33251879.86882223,139003426.08607313,423238095.2983597,587813079.4951949,Safe
beam,197222429.70169935,75301460.32551195,236447915.10796982,448510636.26671636,622414936.738342,Safe
column,1932159161.0909073,216656856.23549435,1968263093.1481345,1247361565.968433,1861550179.5808804,Buckling Risk
column,1351036561.2742505,116297204.20559011,1365970317.766042,961378740.7812055,1355353259.7106833,Fracture Risk
beam,552260012.7850342,19356677.768280443,553276752.3075602,842517570.6724633,1239303588.2831807,Yield Risk
column,276661365.5118625,191694826.4351984,432183098.4813623,1258657121.9190395,1920264090.459776,Safe
column,1046396435.114293,46295971.09413036,1049464363.4914653,582631421.3592348,810717014.0275339,Fracture Risk
column,391813565.1812615,428201.09663074464,391814267.1325128,681926958.4372329,966502005.6236967,Safe
column,61068172.873758905,13064776.427754903,65125930.99112644,234940461.81083798,355363642.91390795,Safe
shaft,87513500.49240354,136579543.17916176,252231099.61604545,1268082986.1252892,1796356138.3851695,Safe
column,494873741.76066595,44297778.0761485,500786281.47309846,306075705.3351548,486615460.1120398,Buckling Risk
beam,404620403.4696009,186956653.70085195,518243226.6735027,472699633.094198,678396866.5920267,Yield Risk
column,12365424.541409401,168136739.9842519,291483779.5172916,877197972.5229821,1224973190.8135011,Safe
column,1407157280.8637288,174377704.21606392,1439206157.6684551,1330592400.6076794,1969447632.3180432,Buckling Risk
shaft,241837280.79988405,849796289.1405475,1491625445.443935,992458808.9128492,1486084255.1847725,Fracture Risk
shaft,72358467.66374782,560005100.993269,972652500.772033,644959503.8031666,917815107.0444299,Fracture Risk
shaft,93289416.50274871,100455778.92739543,197425950.14625752,981634765.7231532,1299911087.5413165,Safe
column,1280335997.050733,143638974.28703803,1304283991.3709714,1302199614.9484885,1566464339.262495,Buckling Risk
beam,1436400481.812097,271170086.22090495,1511239885.3700175,1242960031.6000688,1795080133.912045,Fracture Risk
column,1443168446.7701917,273083649.9190843,1518703132.713064,1367090518.2434525,2067119006.9409544,Buckling Risk
beam,84880876.90838183,64275996.55060881,139996337.31800804,600821179.1575803,944835847.218625,Safe
column,313596285.83335304,30338185.629583485,317968311.3304835,381418620.3595606,459937166.0116347,Buckling Risk
shaft,104008.28032925776,397522065.3338386,688528422.1436064,474169280.7907057,613759136.5376406,Fracture Risk
column,150218292.39314413,11343724.241984697,151497774.2692833,217776379.29509687,276607146.46071684,Buckling Risk
beam,174437789.39620137,163944015.62596452,333258853.06790125,450985358.5539059,606907534.2108452,Fatigue Risk
beam,74176038.81004171,9219846.532907022,75875565.52553587,128949466.81848001,178244987.26915833,Safe
beam,1469539707.3457508,13053181.49632401,1469713614.3165317,1389350031.4469166,1840512017.1022258,Yield Risk
beam,134401955.3765523,35142484.06414804,147542767.24949095,112561969.8883227,142664014.95827907,Fracture Risk
column,395176186.9339128,62007626.9136872,409510752.1250546,324383634.2800087,474538492.2859454,Buckling Risk
column,1322488953.7524447,150856157.86925092,1348054069.3527293,851354328.2039536,1080837048.819199,Fracture Risk
shaft,226709144.15259612,125453925.3207159,314027225.217066,1377599421.4241312,1971703678.9204543,Safe
shaft,370015132.9963438,34228622.189240016,374734565.2288072,1067087772.5081754,1307335907.7088313,Safe
beam,256821518.00396803,140762865.9967638,354118405.96152455,1133106896.2028074,1799944314.7859766,Safe
beam,71668356.34922507,207525894.94154292,366520592.2123127,1189031915.6431534,1660954586.1185,Safe
column,2093096469.3305984,138579230.11761305,2106814049.4557624,1222332486.9671576,1840712915.7939694,Fracture Risk
shaft,106830116.00132303,148197049.94937536,278028362.8084536,335917308.276261,431808390.9884496,Yield Risk
column,1143818724.067173,105114727.69263752,1158217851.468517,931534948.0645608,1419086198.3624046,Buckling Risk
shaft,184358665.75982904,873015892.7740155,1523305079.3418825,733268798.3341165,903272321.1892099,Fracture Risk
beam,700892034.8937255,398218894.52384156,983353704.6479454,1333239148.3264334,1729658545.396216,Fatigue Risk
shaft,167840056.78415087,878131869.1486924,1530201628.3826897,925765922.7927986,1331518811.3642087,Fracture Risk
shaft,16975925.63563891,584024076.8553355,1011701808.3859329,585275136.1621678,898075721.6130308,Fracture Risk
shaft,48148568.86746912,53721622.03440213,104767946.93992479,160781168.2706192,208558642.69034103,Fatigue Risk
beam,711419908.38234,98631255.87298904,731643806.7447753,896179169.9418075,1343433439.5963495,Yield Risk
shaft,361100611.3440597,429730137.96993107,827283280.3532425,1208069252.1936862,1636341923.3346896,Yield Risk
beam,241758260.67284665,77221709.49074896,276290850.10832506,821499294.9874556,1077717712.2704623,Safe
column,636750402.7649999,89368406.46830688,655294751.7304279,772767614.771559,1171676884.6993232,Buckling Risk
column,75486698.60797966,29221209.349713497,90883875.87636934,309325220.3917017,386836830.9310963,Safe
shaft,38839768.04127047,38900557.05462804,77770737.42083721,197219790.40116078,310786768.96152776,Safe
column,429743862.48872083,21600200.445114523,431369323.5784529,280749782.54881334,382909585.86303985,Buckling Risk
beam,104849535.24590245,74849823.57777125,166736058.81797788,433688055.75366545,668579864.4994427,Safe
shaft,61517828.636427075,165002315.18043864,292338391.73953056,320132440.8950053,485111799.68868464,Yield Risk
column,32301997.14223746,25178457.756756697,54270463.646475896,497443302.17424965,792088960.6579117,Safe
shaft,130949432.15787518,304454411.6271761,543346316.8737043,349935182.89087343,453645215.5688203,Fracture Risk
beam,924285232.0996348,22243068.918961197,925087808.060552,690613350.3942705,1013693127.3470229,Fracture Risk
shaft,302499437.97301614,779306118.9164661,1383278710.4976084,1057073993.7181432,1501365093.9783103,Fracture Risk
column,81578129.39000565,28496959.28058638,95347895.93635875,174565082.72777665,224796537.44785216,Safe
beam,62098271.735911585,42339009.01489319,96093550.28136246,133152033.14825723,204214484.17142832,Fatigue Risk
shaft,24263151.708715007,125392673.42253314,218537566.96501923,445600155.16415614,576006493.3101838,Safe
column,233241768.7390085,51565621.661265105,249757407.6908217,259201640.6325088,394170530.19189304,Buckling Risk
column,536771586.9774236,75997012.6332786,552675650.245069,519368298.01395,688791987.5019755,Yield Risk
shaft,1210957.7462276772,190246317.19510704,329518512.43529093,260124612.20912457,406286832.40316737,Fracture Risk
beam,611752597.3443586,33254357.647815455,614458133.0451045,668440048.4595383,906638780.1135505,Yield Risk
